temp_idx,E,M
1,-1.07853241,0.26565268
2,-1.04246694,0.21601363
3,-1.00002988,0.11474624
4,-0.96317595,0.00801740
5,-0.94169755,0.01300537
6,-0.91798016,0.00465745
7,-0.89837342,0.00372843
8,-0.88068430,0.00194879
9,-0.86456726,0.00371808
10,-0.84948685,0.00147362
11,-0.83490950,0.00320720
12,-0.82086260,0.00240891
13,-0.80845257,0.00139031
14,-0.79511768,0.00212931
15,-0.78357090,0.00085712
0,-1.11455052,0.30090481
1,-1.07836352,0.26742270
2,-1.04229114,0.21619636
3,-0.99962427,0.12072090
4,-0.96352554,0.01059821
5,-0.94131946,0.00928604
6,-0.91839582,0.00546054
7,-0.89840149,0.00456901
8,-0.88054552,0.00231616
9,-0.86442243,0.00364970
10,-0.84891456,0.00235557
11,-0.83487121,0.00334989
12,-0.81983963,0.00303680
13,-0.80830077,0.00107969
14,-0.79502102,0.00170985
15,-0.78369983,0.00087643
0,-1.11492741,0.30436340
1,-1.07893353,0.26677822
2,-1.04250762,0.21620951
3,-0.99960559,0.12045039
4,-0.96368519,0.00681763
5,-0.94164869,0.00662681
6,-0.91813196,0.00497344
7,-0.89841572,0.00159861
8,-0.88072157,0.00053055
9,-0.86414379,0.00399663
10,-0.84851953,0.00301207
11,-0.83429202,0.00049064
12,-0.81956280,0.00201309
13,-0.80813427,0.00143358
14,-0.79510807,0.00208546
15,-0.78381260,0.00243128
0,-1.11435187,0.30445702
1,-1.07843405,0.26752829
2,-1.04181809,0.21428314
3,-0.99969395,0.12400450
4,-0.96351454,0.01125936
5,-0.94116686,0.00557403
6,-0.91819442,0.00277070
7,-0.89855205,0.00076845
8,-0.88050217,0.00366432
9,-0.86331001,0.00474645
10,-0.84861093,0.00325729
11,-0.83384693,0.00259116
12,-0.81981462,0.00086378
13,-0.80858291,0.00221270
14,-0.79423965,0.00119645
15,-0.78410122,0.00181034
0,-1.11422391,0.30503803
1,-1.07798624,0.26611600
2,-1.04186809,0.21757203
3,-0.99958709,0.12750679
4,-0.96330379,0.01300015
5,-0.94107292,0.00622931
6,-0.91848097,0.00441941
7,-0.89847449,0.00165237
8,-0.88034728,0.00239989
9,-0.86343086,0.00171877
10,-0.84880205,0.00256231
11,-0.83385976,0.00216091
12,-0.82010094,0.00096410
13,-0.80842866,0.00024814
14,-0.79476344,0.00113878
15,-0.78402241,0.00116097
0,-1.11485166,0.30131421
1,-1.07875344,0.26866934
2,-1.04126536,0.21874314
3,-1.00053087,0.12971873
4,-0.96365191,0.00978609
5,-0.94022365,0.00529315
6,-0.91929937,0.00522255
7,-0.89812644,0.00441141
8,-0.88002558,0.00236086
9,-0.86313904,0.00428471
10,-0.84866211,0.00243406
11,-0.83334497,0.00239643
12,-0.82068990,0.00145538
13,-0.80687889,0.00238781
14,-0.79519056,0.00132978
15,-0.78391939,0.00149144
0,-1.11466093,0.30352665
1,-1.07861064,0.26800674
2,-1.04129240,0.21949942
3,-1.00050002,0.13239898
4,-0.96422757,0.00785857
5,-0.93969799,0.01033436
6,-0.91910959,0.00645406
7,-0.89902790,0.00208144
8,-0.88007732,0.00318493
9,-0.86369522,0.00150150
10,-0.84893491,0.00209135
11,-0.83405034,0.00402190
12,-0.81985746,0.00181339
13,-0.80692148,0.00199121
14,-0.79519362,0.00375050
15,-0.78382772,0.00117179
0,-1.11402793,0.30507529
1,-1.07846175,0.26646942
2,-1.04061906,0.21245896
3,-0.99951370,0.13094315
4,-0.96420341,0.00736116
5,-0.93979056,0.00983385
6,-0.91868030,0.00587376
7,-0.89830743,0.00611306
8,-0.88039713,0.00497459
9,-0.86357153,0.00193203
10,-0.84857767,0.00211110
11,-0.83344627,0.00232313
12,-0.82036312,0.00154200
13,-0.80731090,0.00321611
14,-0.79526550,0.00204150
15,-0.78360349,0.00186969
0,-1.11392096,0.30246955
1,-1.07850224,0.26697867
2,-1.04073300,0.21436398
3,-0.99925980,0.12661408
4,-0.96419181,0.00844493
5,-0.93956994,0.00731623
6,-0.91805539,0.00542212
7,-0.89818295,0.00467641
8,-0.88037920,0.00387453
9,-0.86388871,0.00274081
10,-0.84845086,0.00325525
11,-0.83301603,0.00434001
12,-0.82074458,0.00084340
13,-0.80687974,0.00191361
14,-0.79476749,0.00052472
15,-0.78392742,0.00176873
0,-1.11416815,0.30110330
1,-1.07930147,0.26513630
2,-1.04126941,0.21874171
3,-0.99891010,0.11541787
4,-0.96382019,0.01463891
5,-0.93971069,0.00837509
6,-0.91754181,0.00527626
7,-0.89817608,0.00427777
8,-0.88074945,0.00387149
9,-0.86356640,0.00347155
10,-0.84769948,0.00182784
11,-0.83286152,0.00348818
12,-0.82136724,0.00181648
13,-0.80717488,0.00183624
14,-0.79457482,0.00135191
15,-0.78400063,0.00143713
0,-1.11395190,0.30225223
1,-1.07918680,0.26297883
2,-1.04164135,0.21637840
3,-0.99889079,0.11754666
4,-0.96386514,0.01350370
5,-0.94001396,0.00238434
6,-0.91715564,0.00210971
7,-0.89812416,0.00322603
8,-0.88058279,0.00154337
9,-0.86333802,0.00295693
10,-0.84814531,0.00223175
11,-0.83381195,0.00346030
12,-0.82152147,0.00159669
13,-0.80821869,0.00132354
14,-0.79513458,0.00207057
15,-0.78400617,0.00160567
0,-1.11393832,0.30020030
1,-1.07913370,0.26899093
2,-1.04149222,0.21608941
3,-0.99938979,0.12184787
4,-0.96408456,0.01165627
5,-0.93969236,0.00468416
6,-0.91735954,0.00387127
7,-0.89880516,0.00460470
8,-0.88115010,0.00350962
9,-0.86332094,0.00288253
10,-0.84798731,0.00236207
11,-0.83447597,0.00256548
12,-0.82102267,0.00149036
13,-0.80754800,0.00187369
14,-0.79547358,0.00263205
15,-0.78373791,0.00213973
0,-1.11330296,0.30391077
1,-1.07978402,0.26833326
2,-1.04207469,0.21841688
3,-0.99979484,0.12655912
4,-0.96429688,0.01195505
5,-0.94034804,0.00514060
6,-0.91740742,0.00611980
7,-0.89888548,0.00167555
8,-0.88075389,0.00366341
9,-0.86348754,0.00239953
10,-0.84777219,0.00359008
11,-0.83473707,0.00132457
12,-0.82074310,0.00339083
13,-0.80747781,0.00110438
14,-0.79582001,0.00259218
15,-0.78361220,0.00069390
0,-1.11324370,0.30113527
1,-1.07997391,0.26648079
2,-1.04273789,0.21623240
3,-0.99953246,0.12442977
4,-0.96409769,0.01318888
5,-0.94022028,0.00453956
6,-0.91666059,0.00577436
7,-0.89916076,0.00263692
8,-0.88124617,0.00168269
9,-0.86379780,0.00333940
10,-0.84773544,0.00124424
11,-0.83434654,0.00147443
12,-0.82072270,0.00184433
13,-0.80680175,0.00112491
14,-0.79568207,0.00231485
15,-0.78374232,0.00035641
0,-1.11374775,0.30220123
1,-1.07941842,0.26469451
2,-1.04240606,0.21566172
3,-0.99998076,0.12426147
4,-0.96449293,0.01479657
5,-0.94090885,0.00469909
6,-0.91705055,0.00525477
7,-0.89984700,0.00516646
8,-0.88132890,0.00430314
9,-0.86349837,0.00402534
10,-0.84805981,0.00240240
11,-0.83476827,0.00229910
12,-0.82066809,0.00342211
13,-0.80705476,0.00131274
14,-0.79488260,0.00160089
15,-0.78426425,0.00294369
0,-1.11292825,0.30263915
1,-1.07936741,0.26058370
2,-1.04178679,0.22172665
3,-1.00049184,0.12175278
4,-0.96432910,0.01414366
5,-0.94029665,0.00697518
6,-0.91729082,0.00528098
7,-0.90039298,0.00489807
8,-0.88136408,0.00452934
9,-0.86406126,0.00214908
10,-0.84848996,0.00141744
11,-0.83371780,0.00283443
12,-0.82123340,0.00226301
13,-0.80813204,0.00190640
14,-0.79466467,0.00123181
15,-0.78427226,0.00180462
0,-1.11309511,0.30300077
1,-1.07923208,0.26605327
2,-1.04221615,0.21615173
3,-1.00051539,0.11950213
4,-0.96464918,0.01905763
5,-0.94029309,0.00919602
6,-0.91736067,0.00625444
7,-0.90003884,0.00606609
8,-0.88118926,0.00468686
9,-0.86401669,0.00427441
10,-0.84848983,0.00184073
11,-0.83401262,0.00100837
12,-0.82165472,0.00331804
13,-0.80787257,0.00118763
14,-0.79472939,0.00115129
15,-0.78344217,0.00203804
0,-1.11319880,0.30233692
1,-1.07832069,0.26839638
2,-1.04243893,0.21555972
3,-1.00002801,0.11574774
4,-0.96356557,0.01580820
5,-0.93947517,0.00538750
6,-0.91711065,0.00260520
7,-0.89974462,0.00345405
8,-0.88090636,0.00314140
9,-0.86346843,0.00488332
10,-0.84832983,0.00310441
11,-0.83470109,0.00196969
12,-0.82136641,0.00244867
13,-0.80775972,0.00083290
14,-0.79536931,0.00259406
15,-0.78370596,0.00211364
0,-1.11255786,0.30377002
1,-1.07765987,0.26531767
2,-1.04216006,0.21456977
3,-0.99983861,0.11781961
4,-0.96388795,0.00935517
5,-0.93919423,0.00508592
6,-0.91753280,0.00650596
7,-0.89996878,0.00396682
8,-0.88076568,0.00568002
9,-0.86447262,0.00414838
10,-0.84835393,0.00245871
11,-0.83464040,0.00210581
12,-0.82052303,0.00361183
13,-0.80770567,0.00211636
14,-0.79555234,0.00259666
15,-0.78378642,0.00308498
0,-1.11220344,0.29877040
1,-1.07739551,0.26587707
2,-1.04207716,0.21641892
3,-0.99973112,0.12552806
4,-0.96486678,0.01116638
5,-0.93875939,0.01090252
6,-0.91724888,0.00364828
7,-0.89931542,0.00254396
8,-0.88148527,0.00454980
9,-0.86377886,0.00367446
10,-0.84870418,0.00268171
11,-0.83436433,0.00328981
12,-0.82035831,0.00148742
13,-0.80744320,0.00230927
14,-0.79565300,0.00191949
15,-0.78451939,0.00183863
0,-1.11210064,0.30352667
1,-1.07698964,0.26320757
2,-1.04244241,0.22366436
3,-0.99987521,0.12142844
4,-0.96455438,0.00988260
5,-0.93844076,0.00531390
6,-0.91765861,0.00959148
7,-0.89888331,0.00676965
8,-0.88127634,0.00500314
9,-0.86334747,0.00150244
10,-0.84902037,0.00060243
11,-0.83429688,0.00346200
12,-0.82058753,0.00251029
13,-0.80757216,0.00260808
14,-0.79535500,0.00248943
15,-0.78383927,0.00212308
0,-1.11389303,0.30421249
1,-1.07757963,0.26214821
2,-1.04254325,0.22017125
3,-0.99982720,0.12389477
4,-0.96453929,0.00447960
5,-0.93897283,0.01026931
6,-0.91776677,0.00569568
7,-0.89885790,0.00500742
8,-0.88075614,0.00300799
9,-0.86360599,0.00171261
10,-0.84863971,0.00117565
11,-0.83469725,0.00190548
12,-0.82045493,0.00136530
13,-0.80729708,0.00200174
14,-0.79514383,0.00179365
15,-0.78353401,0.00157156
0,-1.11406186,0.30247386
1,-1.07778377,0.26199728
2,-1.04263761,0.21632710
3,-0.99997430,0.12941647
4,-0.96482917,0.00439380
5,-0.93929818,0.00824130
6,-0.91793980,0.00219351
7,-0.89870195,0.00513405
8,-0.88043675,0.00248294
9,-0.86238366,0.00444180
10,-0.84880983,0.00253251
11,-0.83524101,0.00255152
12,-0.82046781,0.00125111
13,-0.80797504,0.00251192
14,-0.79474029,0.00209238
15,-0.78323956,0.00168399
0,-1.11317135,0.30077855
1,-1.07823313,0.26101048
2,-1.04191941,0.21863951
3,-0.99930089,0.13076182
4,-0.96524560,0.00273441
5,-0.93964859,0.00772460
6,-0.91809068,0.00392493
7,-0.89904930,0.00364995
8,-0.88016253,0.00165398
9,-0.86286465,0.00275258
10,-0.84893999,0.00187043
11,-0.83496089,0.00141336
12,-0.82051342,0.00147153
13,-0.80804739,0.00156617
14,-0.79432954,0.00218562
15,-0.78294988,0.00218134
0,-1.11290895,0.30486005
1,-1.07776463,0.26364439
2,-1.04110800,0.21771840
3,-0.99927064,0.12473974
4,-0.96428014,0.00556847
5,-0.93909229,0.00456263
6,-0.91784836,0.00622458
7,-0.89910023,0.00194912
8,-0.88078843,0.00170994
9,-0.86307006,0.00131277
10,-0.84937712,0.00277495
11,-0.83528905,0.00379209
12,-0.82064674,0.00203459
13,-0.80785489,0.00231008
14,-0.79426026,0.00101047
15,-0.78335417,0.00127880
0,-1.11235327,0.30137524
1,-1.07795956,0.26437360
2,-1.04088657,0.21609462
3,-0.99870795,0.12028306
4,-0.96429527,0.00494625
5,-0.93929678,0.00829113
6,-0.91829258,0.00260884
7,-0.89920447,0.00377010
8,-0.88060054,0.00244685
9,-0.86336191,0.00305893
10,-0.84920094,0.00157872
11,-0.83452949,0.00409429
12,-0.82134190,0.00103350
13,-0.80723821,0.00255994
14,-0.79540807,0.00186808
15,-0.78350949,0.00275452
0,-1.11210575,0.30169347
1,-1.07708507,0.26151055
2,-1.04104884,0.21129739
3,-0.99959274,0.12871704
4,-0.96403665,0.00400766
5,-0.93887496,0.00694009
6,-0.91866427,0.00415582
7,-0.89930504,0.00404766
8,-0.87998628,0.00348591
9,-0.86261045,0.00338281
10,-0.84871521,0.00264852
11,-0.83498581,0.00226120
12,-0.82074373,0.00198780
13,-0.80762206,0.00108731
14,-0.79547185,0.00157182
15,-0.78311181,0.00227353
0,-1.11280489,0.30004274
1,-1.07706838,0.25939353
2,-1.04145426,0.21263953
3,-1.00030023,0.13492891
4,-0.96357864,0.00315204
5,-0.93920881,0.00509581
6,-0.91900603,0.00329431
7,-0.89966026,0.00278271
8,-0.87988069,0.00251417
9,-0.86316410,0.00520079
10,-0.84872188,0.00277984
11,-0.83494550,0.00220803
12,-0.82089672,0.00151550
13,-0.80855341,0.00219135
14,-0.79509838,0.00194913
15,-0.78272779,0.00276232
0,-1.11320862,0.30026522
1,-1.07717914,0.26091879
2,-1.04098385,0.21506094
3,-1.00046506,0.13047548
4,-0.96338609,0.00598135
5,-0.93892106,0.00635397
6,-0.91811852,0.00216849
7,-0.89958507,0.00225298
8,-0.88083366,0.00247423
9,-0.86375376,0.00269397
10,-0.84813302,0.00336153
11,-0.83442876,0.00301176
12,-0.82030502,0.00221560
13,-0.80799926,0.00301314
14,-0.79574688,0.00170584
15,-0.78303279,0.00138360
0,-1.11280170,0.30353980
1,-1.07780477,0.25936601
2,-1.04084778,0.21687669
3,-1.00024920,0.13146106
4,-0.96360576,0.00283339
5,-0.93849214,0.00950369
6,-0.91800837,0.00541983
7,-0.89948840,0.00419584
8,-0.88145635,0.00297893
9,-0.86366878,0.00299895
10,-0.84856951,0.00227504
11,-0.83454853,0.00189093
12,-0.82003131,0.00206884
13,-0.80785825,0.00137998
14,-0.79573963,0.00265766
15,-0.78305659,0.00146937
0,-1.11299329,0.30209258
1,-1.07759225,0.25922052
2,-1.04077132,0.21705538
3,-1.00135603,0.13657278
4,-0.96373174,0.00672140
5,-0.93923142,0.00558279
6,-0.91790667,0.00337710
7,-0.89975432,0.00304972
8,-0.88148902,0.00173170
9,-0.86451914,0.00174430
10,-0.84823869,0.00338386
11,-0.83417756,0.00196887
12,-0.81933059,0.00295502
13,-0.80823644,0.00058381
14,-0.79520991,0.00279418
15,-0.78328382,0.00068908
0,-1.11278504,0.29950549
1,-1.07756230,0.26485166
2,-1.04143682,0.21496390
3,-1.00109475,0.13493026
4,-0.96365789,0.00607315
5,-0.93969780,0.00425799
6,-0.91772799,0.00465459
7,-0.89930411,0.00094948
8,-0.88125077,0.00138944
9,-0.86433471,0.00308041
10,-0.84906293,0.00314219
11,-0.83437911,0.00201346
12,-0.82000840,0.00162077
13,-0.80853378,0.00249273
14,-0.79493609,0.00132349
15,-0.78285757,0.00087636
0,-1.11254907,0.30226175
1,-1.07807670,0.26743372
2,-1.04175859,0.21669955
3,-1.00078991,0.13696104
4,-0.96342011,0.00679988
5,-0.93986015,0.00668257
6,-0.91754256,0.00490749
7,-0.89931260,0.00515873
8,-0.88138844,0.00246953
9,-0.86479869,0.00166972
10,-0.84885420,0.00367050
11,-0.83433177,0.00353875
12,-0.82085511,0.00146018
13,-0.80887395,0.00152983
14,-0.79502909,0.00212299
15,-0.78333760,0.00131473
0,-1.11237012,0.30156603
1,-1.07821500,0.26605692
2,-1.04166560,0.22149280
3,-1.00162304,0.12771518
4,-0.96332923,0.00907391
5,-0.93973128,0.00482146
6,-0.91785688,0.00341511
7,-0.89915782,0.00429962
8,-0.88124133,0.00252406
9,-0.86497949,0.00524493
10,-0.84938950,0.00145498
11,-0.83481402,0.00212080
12,-0.82087509,0.00101601
13,-0.80867039,0.00243267
14,-0.79465670,0.00330302
15,-0.78321105,0.00191910
0,-1.11233780,0.29964033
1,-1.07863882,0.26622152
2,-1.04145638,0.22167806
3,-1.00174243,0.12245570
4,-0.96381028,0.00920669
5,-0.93953808,0.00346899
6,-0.91876113,0.00185296
7,-0.89874730,0.00065712
8,-0.88167423,0.00414824
9,-0.86405839,0.00222588
10,-0.84884005,0.00082721
11,-0.83407188,0.00263032
12,-0.82151842,0.00403872
13,-0.80777930,0.00184171
14,-0.79488403,0.00139658
15,-0.78306042,0.00040372
0,-1.11272352,0.29934083
1,-1.07831380,0.26675554
2,-1.04210427,0.21997388
3,-1.00105320,0.12250440
4,-0.96389729,0.01136081
5,-0.93889984,0.00528738
6,-0.91850531,0.00393982
7,-0.89876813,0.00151000
8,-0.88197018,0.00207465
9,-0.86461434,0.00230465
10,-0.84883727,0.00183889
11,-0.83438782,0.00222484
12,-0.82157792,0.00107076
13,-0.80800298,0.00218403
14,-0.79549901,0.00146067
15,-0.78344002,0.00126136
0,-1.11259523,0.30337888
1,-1.07796570,0.26796983
2,-1.04259716,0.21907712
3,-1.00102359,0.12312731
4,-0.96413597,0.00902652
5,-0.93888281,0.00426663
6,-0.91808758,0.00448118
7,-0.89845211,0.00537864
8,-0.88224506,0.00646224
9,-0.86398960,0.00370890
10,-0.84870890,0.00122369
11,-0.83422439,0.00236844
12,-0.82114927,0.00293768
13,-0.80785728,0.00219557
14,-0.79535867,0.00197104
15,-0.78384982,0.00107319
0,-1.11245680,0.30315990
1,-1.07791487,0.26247364
2,-1.04228744,0.21844756
3,-1.00161842,0.12692064
4,-0.96448486,0.00436601
5,-0.93860551,0.00403470
6,-0.91856584,0.00475276
7,-0.89856886,0.00670699
8,-0.88217131,0.00256217
9,-0.86373938,0.00161022
10,-0.84831768,0.00248664
11,-0.83475974,0.00146442
12,-0.82088125,0.00226630
13,-0.80794326,0.00292905
14,-0.79469150,0.00173742
15,-0.78354432,0.00168020
0,-1.11264410,0.30292629
1,-1.07824420,0.26762604
2,-1.04279238,0.21972952
3,-1.00085440,0.12002151
4,-0.96485035,0.00225817
5,-0.93970696,0.00407378
6,-0.91814376,0.00291722
7,-0.89892044,0.00365679
8,-0.88130300,0.00361144
9,-0.86403003,0.00198437
10,-0.84815690,0.00229798
11,-0.83429024,0.00269419
12,-0.82074969,0.00139784
13,-0.80808551,0.00304410
14,-0.79477834,0.00174710
15,-0.78341670,0.00407635
0,-1.11211615,0.29744883
1,-1.07878849,0.26801327
2,-1.04212950,0.21368292
3,-1.00106212,0.11729033
4,-0.96518157,0.00615692
5,-0.94057334,0.00469521
6,-0.91800179,0.00110987
7,-0.89894161,0.00339127
8,-0.88080509,0.00112139
9,-0.86389118,0.00295019
10,-0.84829570,0.00342070
11,-0.83429351,0.00225041
12,-0.82051747,0.00185595
13,-0.80791541,0.00074721
14,-0.79503578,0.00152333
15,-0.78316710,0.00346137
0,-1.11282997,0.29991475
1,-1.07860512,0.26224855
2,-1.04186186,0.21714633
3,-1.00111779,0.12088055
4,-0.96542899,0.00853410
5,-0.93940984,0.00776926
6,-0.91800705,0.00217333
7,-0.89819586,0.00207046
8,-0.88077283,0.00395722
9,-0.86392863,0.00416677
10,-0.84912275,0.00255579
11,-0.83404849,0.00205908
12,-0.82085749,0.00150687
13,-0.80735181,0.00042129
14,-0.79510007,0.00251837
15,-0.78308559,0.00262995
0,-1.11306968,0.30050526
1,-1.07868165,0.26160860
2,-1.04155700,0.20912777
3,-1.00062754,0.11694557
4,-0.96566879,0.00993767
5,-0.93957932,0.00760818
6,-0.91809454,0.00167102
7,-0.89844882,0.00633760
8,-0.88045252,0.00172778
9,-0.86413868,0.00157156
10,-0.84899722,0.00162071
11,-0.83429911,0.00180819
12,-0.82066257,0.00240829
13,-0.80756986,0.00218232
14,-0.79542474,0.00163450
15,-0.78365109,0.00254869
0,-1.11319436,0.30107889
1,-1.07940204,0.26557255
2,-1.04179445,0.20703484
3,-1.00016482,0.11896162
4,-0.96558016,0.01455178
5,-0.94001459,0.00611248
6,-0.91796966,0.00279847
7,-0.89812009,0.00510982
8,-0.88117747,0.00311993
9,-0.86423606,0.00257388
10,-0.84929674,0.00200741
11,-0.83402677,0.00146912
12,-0.82060389,0.00209521
13,-0.80752503,0.00273351
14,-0.79520668,0.00247489
15,-0.78423297,0.00105569
0,-1.11356418,0.29852228
1,-1.07887436,0.26439210
2,-1.04167932,0.21183347
3,-0.99994792,0.12511734
4,-0.96531891,0.02071186
5,-0.94066096,0.00261267
6,-0.91754112,0.00842143
7,-0.89862161,0.00770962
8,-0.88045405,0.00352134
9,-0.86501791,0.00251289
10,-0.84933148,0.00193703
11,-0.83438203,0.00229856
12,-0.82033221,0.00376505
13,-0.80864362,0.00170586
14,-0.79504684,0.00228345
15,-0.78382048,0.00134232
0,-1.11354959,0.30073392
1,-1.07857739,0.26625774
2,-1.04233594,0.20803200
3,-0.99991167,0.12436392
4,-0.96491964,0.01250492
5,-0.94012655,0.00655625
6,-0.91751890,0.00378118
7,-0.89838026,0.00251127
8,-0.88022454,0.00309393
9,-0.86415210,0.00301898
10,-0.84860782,0.00295738
11,-0.83449889,0.00308758
12,-0.81994258,0.00204738
13,-0.80809211,0.00205243
14,-0.79533599,0.00181935
15,-0.78367915,0.00157448
0,-1.11340412,0.29718237
1,-1.07834452,0.26631707
2,-1.04250895,0.21025376
3,-1.00029961,0.12728595
4,-0.96528825,0.01256719
5,-0.93945223,0.00679644
6,-0.91690429,0.00294912
7,-0.89848937,0.00547227
8,-0.87937495,0.00532395
9,-0.86443202,0.00049556
10,-0.84979550,0.00207642
11,-0.83462247,0.00166604
12,-0.82037309,0.00218015
13,-0.80792809,0.00179816
14,-0.79575386,0.00128223
15,-0.78329262,0.00237186
0,-1.11420934,0.30031344
1,-1.07862199,0.26769395
2,-1.04290022,0.21658893
3,-1.00092634,0.12364313
4,-0.96505755,0.01076957
5,-0.93826224,0.00864772
6,-0.91634121,0.00158283
7,-0.89869498,0.00592122
8,-0.87956253,0.00468902
9,-0.86460982,0.00221963
10,-0.84949090,0.00086536
11,-0.83461971,0.00189365
12,-0.82032989,0.00115499
13,-0.80752438,0.00043255
14,-0.79612213,0.00134247
15,-0.78391865,0.00281504
0,-1.11387815,0.30134727
1,-1.07898945,0.26416058
2,-1.04237887,0.21486938
3,-1.00087866,0.12164349
4,-0.96528862,0.01616456
5,-0.93898133,0.00764605
6,-0.91617362,0.00455544
7,-0.89923741,0.00300611
8,-0.88004355,0.00588628
9,-0.86408733,0.00326830
10,-0.84975528,0.00164980
11,-0.83425823,0.00210863
12,-0.82072326,0.00217014
13,-0.80724488,0.00078967
14,-0.79560299,0.00213588
15,-0.78369995,0.00133010
0,-1.11342884,0.30458793
1,-1.07952809,0.26567071
2,-1.04164818,0.21499810
3,-1.00089091,0.11829627
4,-0.96531789,0.02134930
5,-0.93859720,0.00218009
6,-0.91667984,0.00585398
7,-0.89849115,0.00570260
8,-0.88068533,0.00310518
9,-0.86367784,0.00525114
10,-0.84928691,0.00120146
11,-0.83418773,0.00179550
12,-0.82066809,0.00028094
13,-0.80777597,0.00075620
14,-0.79616199,0.00045173
15,-0.78402215,0.00161698
0,-1.11413640,0.30402893
1,-1.07912587,0.26926620
2,-1.04166805,0.21281944
3,-0.99996742,0.12175575
4,-0.96535756,0.01993184
5,-0.93865495,0.00727948
6,-0.91777631,0.00441056
7,-0.89819022,0.00410258
8,-0.88103615,0.00184883
9,-0.86348446,0.00118621
10,-0.84877166,0.00196125
11,-0.83414991,0.00284979
12,-0.82048565,0.00166891
13,-0.80735172,0.00226268
14,-0.79662047,0.00234581
15,-0.78388853,0.00191353
0,-1.11400404,0.30031492
1,-1.07930733,0.26536828
2,-1.04067967,0.21259635
3,-0.99979145,0.12079271
4,-0.96470610,0.01901551
5,-0.93876868,0.00791028
6,-0.91804849,0.00247540
7,-0.89802859,0.00243972
8,-0.88119378,0.00303853
9,-0.86365183,0.00408914
10,-0.84847734,0.00131461
11,-0.83400217,0.00157268
12,-0.82075966,0.00042226
13,-0.80780118,0.00081170
14,-0.79536721,0.00125998
15,-0.78335088,0.00183139
0,-1.11419722,0.30031932
1,-1.07969985,0.26567456
2,-1.04022800,0.21785475
3,-0.99988879,0.12062795
4,-0.96543829,0.01785821
5,-0.93924386,0.00855849
6,-0.91762564,0.00596758
7,-0.89812344,0.00664139
8,-0.88116936,0.00295920
9,-0.86381650,0.00158228
10,-0.84891809,0.00305283
11,-0.83334862,0.00317536
12,-0.82093511,0.00167727
13,-0.80791655,0.00143039
14,-0.79541072,0.00082727
15,-0.78313622,0.00162213
0,-1.11438353,0.29963849
1,-1.07949026,0.26556879
2,-1.04012147,0.21926783
3,-0.99978569,0.12708092
4,-0.96569901,0.01769447
5,-0.93938543,0.00683359
6,-0.91793538,0.00175209
7,-0.89891367,0.00812295
8,-0.88124588,0.00642066
9,-0.86320254,0.00166259
10,-0.84848232,0.00112534
11,-0.83343964,0.00376949
12,-0.82037683,0.00238433
